city,date,temperature,humidity,weather
Jodhpur,2024-12-14,16.78,12,clear sky
Jodhpur,2024-12-14,14.46,13,clear sky
Jodhpur,2024-12-14,12.88,15,clear sky
Jodhpur,2024-12-15,11.82,16,clear sky
Jodhpur,2024-12-15,12.99,16,clear sky
Jodhpur,2024-12-15,21.9,9,clear sky
Jodhpur,2024-12-15,25.73,7,clear sky
Jodhpur,2024-12-15,21.68,9,clear sky
Jodhpur,2024-12-15,18.26,11,clear sky
Jodhpur,2024-12-15,15.73,13,clear sky
Jodhpur,2024-12-15,14.09,14,clear sky
Jodhpur,2024-12-16,13.04,15,clear sky
Jodhpur,2024-12-16,14.73,16,clear sky
Jodhpur,2024-12-16,22.96,10,clear sky
Jodhpur,2024-12-16,26.15,8,clear sky
Jodhpur,2024-12-16,20.41,13,clear sky
Jodhpur,2024-12-16,17.25,14,clear sky
Jodhpur,2024-12-16,15.44,16,clear sky
Jodhpur,2024-12-16,14.27,17,clear sky
Jodhpur,2024-12-17,12.68,19,clear sky
Jodhpur,2024-12-17,16.08,18,clear sky
Jodhpur,2024-12-17,23.49,10,clear sky
Jodhpur,2024-12-17,26.4,7,clear sky
Jodhpur,2024-12-17,22.4,9,clear sky
Jodhpur,2024-12-17,17.68,12,clear sky
Jodhpur,2024-12-17,15.51,12,clear sky
Jodhpur,2024-12-17,13.54,13,clear sky
Jodhpur,2024-12-18,11.85,17,clear sky
Jodhpur,2024-12-18,12.86,19,clear sky
Jodhpur,2024-12-18,21.36,12,clear sky
Jodhpur,2024-12-18,24.33,10,clear sky
Jodhpur,2024-12-18,20.3,13,clear sky
Mangalore,2024-12-13,28.48,74,light rain
Mangalore,2024-12-13,27.56,77,light rain
Mangalore,2024-12-13,26.24,79,overcast clouds
Mangalore,2024-12-14,24.58,82,overcast clouds
Mangalore,2024-12-14,25.68,77,broken clouds
Mangalore,2024-12-14,29.5,61,scattered clouds
Mangalore,2024-12-14,29.88,64,scattered clouds
Mangalore,2024-12-14,27.9,76,scattered clouds
Mangalore,2024-12-14,27.02,80,few clouds
Mangalore,2024-12-14,26.21,82,clear sky
Mangalore,2024-12-14,24.49,81,clear sky
Mangalore,2024-12-15,23.42,72,clear sky
Mangalore,2024-12-15,24.69,69,clear sky
Mangalore,2024-12-15,29.09,51,scattered clouds
Mangalore,2024-12-15,29.95,52,few clouds
Mangalore,2024-12-15,27.42,71,few clouds
Mangalore,2024-12-15,26.43,73,overcast clouds
Mangalore,2024-12-15,25.18,80,broken clouds
Mangalore,2024-12-15,23.09,79,overcast clouds
Mangalore,2024-12-16,22.27,69,broken clouds
Mangalore,2024-12-16,23.42,69,overcast clouds
Mangalore,2024-12-16,27.86,49,overcast clouds
Mangalore,2024-12-16,29.08,47,overcast clouds
Mangalore,2024-12-16,26.36,66,overcast clouds
Mangalore,2024-12-16,25.61,66,overcast clouds
Mangalore,2024-12-16,24.14,74,overcast clouds
Mangalore,2024-12-16,22.53,75,overcast clouds
Mangalore,2024-12-17,21.79,62,overcast clouds
Mangalore,2024-12-17,22.07,62,overcast clouds
Mangalore,2024-12-17,24.04,56,overcast clouds
Mangalore,2024-12-17,26.18,50,overcast clouds
Mangalore,2024-12-17,25.32,60,overcast clouds
Mangalore,2024-12-17,24.43,62,overcast clouds
Mangalore,2024-12-17,22.96,69,overcast clouds
Mangalore,2024-12-17,21.85,72,overcast clouds
Mangalore,2024-12-18,21.35,70,overcast clouds
Mangalore,2024-12-18,22.99,61,overcast clouds
Mangalore,2024-12-18,25.43,53,overcast clouds
Mangalore,2024-12-18,27.03,50,overcast clouds
Mangalore,2024-12-18,25.77,57,overcast clouds
Raipur,2024-12-13,18.08,45,broken clouds
Raipur,2024-12-13,17.56,41,broken clouds
Raipur,2024-12-13,15.39,31,broken clouds
Raipur,2024-12-14,12.25,28,scattered clouds
Raipur,2024-12-14,16.38,24,clear sky
Raipur,2024-12-14,23.81,17,clear sky
Raipur,2024-12-14,26.44,15,clear sky
Raipur,2024-12-14,21.12,22,few clouds
Raipur,2024-12-14,18.28,25,scattered clouds
Raipur,2024-12-14,15.75,29,broken clouds
Raipur,2024-12-14,13.53,28,scattered clouds
Raipur,2024-12-15,11.8,30,scattered clouds
Raipur,2024-12-15,16.44,26,few clouds
Raipur,2024-12-15,24.15,16,clear sky
Raipur,2024-12-15,27.05,12,clear sky
Raipur,2024-12-15,21.6,17,clear sky
Raipur,2024-12-15,18.07,21,few clouds
Raipur,2024-12-15,16.07,23,scattered clouds
Raipur,2024-12-15,13.69,27,overcast clouds
Raipur,2024-12-16,11.72,32,overcast clouds
Raipur,2024-12-16,16.01,28,broken clouds
Raipur,2024-12-16,23.81,19,broken clouds
Raipur,2024-12-16,26.84,14,scattered clouds
Raipur,2024-12-16,21.08,21,scattered clouds
Raipur,2024-12-16,17.8,24,overcast clouds
Raipur,2024-12-16,15.99,31,broken clouds
Raipur,2024-12-16,14.1,32,overcast clouds
Raipur,2024-12-17,12.37,34,overcast clouds
Raipur,2024-12-17,16.94,29,overcast clouds
Raipur,2024-12-17,24.23,20,overcast clouds
Raipur,2024-12-17,27.14,16,broken clouds
Raipur,2024-12-17,21.66,24,overcast clouds
Raipur,2024-12-17,19.1,27,broken clouds
Raipur,2024-12-17,17.42,30,overcast clouds
Raipur,2024-12-17,15.77,33,overcast clouds
Raipur,2024-12-18,14.03,36,overcast clouds
Raipur,2024-12-18,17.6,32,overcast clouds
Raipur,2024-12-18,24.28,21,overcast clouds
Raipur,2024-12-18,27.2,17,overcast clouds
Raipur,2024-12-18,21.67,25,overcast clouds
Udaipur,2024-12-13,10.5,24,clear sky
Udaipur,2024-12-13,10.47,25,clear sky
Udaipur,2024-12-13,9.67,27,clear sky
Udaipur,2024-12-14,8.42,28,clear sky
Udaipur,2024-12-14,11.36,23,clear sky
Udaipur,2024-12-14,19.36,14,clear sky
Udaipur,2024-12-14,23.03,11,clear sky
Udaipur,2024-12-14,18.09,18,clear sky
Udaipur,2024-12-14,13.45,19,clear sky
Udaipur,2024-12-14,11.82,21,clear sky
Udaipur,2024-12-14,11.45,21,clear sky
Udaipur,2024-12-15,10.87,20,clear sky
Udaipur,2024-12-15,14.17,20,clear sky
Udaipur,2024-12-15,21.98,11,clear sky
Udaipur,2024-12-15,25.12,9,clear sky
Udaipur,2024-12-15,19.79,16,clear sky
Udaipur,2024-12-15,15.37,17,clear sky
Udaipur,2024-12-15,13.07,21,clear sky
Udaipur,2024-12-15,12.24,22,clear sky
Udaipur,2024-12-16,11.83,22,clear sky
Udaipur,2024-12-16,15.71,23,clear sky
Udaipur,2024-12-16,22.99,13,clear sky
Udaipur,2024-12-16,25.89,10,clear sky
Udaipur,2024-12-16,20.92,18,clear sky
Udaipur,2024-12-16,16.54,21,clear sky
Udaipur,2024-12-16,14.72,24,clear sky
Udaipur,2024-12-16,13.29,27,clear sky
Udaipur,2024-12-17,13.25,28,clear sky
Udaipur,2024-12-17,17.28,25,clear sky
Udaipur,2024-12-17,24.33,15,clear sky
Udaipur,2024-12-17,27.0,12,clear sky
Udaipur,2024-12-17,20.86,18,clear sky
Udaipur,2024-12-17,15.47,16,clear sky
Udaipur,2024-12-17,14.17,16,clear sky
Udaipur,2024-12-17,12.74,18,clear sky
Udaipur,2024-12-18,11.24,20,clear sky
Udaipur,2024-12-18,13.76,22,clear sky
Udaipur,2024-12-18,21.44,15,clear sky
Udaipur,2024-12-18,24.02,12,clear sky
Udaipur,2024-12-18,19.65,18,clear sky
Aligarh,2024-12-13,14.25,21,broken clouds
Aligarh,2024-12-13,13.61,22,scattered clouds
Aligarh,2024-12-13,12.02,24,few clouds
Aligarh,2024-12-14,9.86,27,clear sky
Aligarh,2024-12-14,11.86,30,clear sky
Aligarh,2024-12-14,19.88,18,clear sky
Aligarh,2024-12-14,23.1,13,clear sky
Aligarh,2024-12-14,17.11,20,clear sky
Aligarh,2024-12-14,14.51,21,clear sky
Aligarh,2024-12-14,13.22,21,clear sky
Aligarh,2024-12-14,11.9,21,clear sky
Aligarh,2024-12-15,10.63,21,clear sky
Aligarh,2024-12-15,12.4,23,clear sky
Aligarh,2024-12-15,19.89,15,clear sky
Aligarh,2024-12-15,23.02,13,clear sky
Aligarh,2024-12-15,17.37,19,clear sky
Aligarh,2024-12-15,14.33,19,clear sky
Aligarh,2024-12-15,13.0,20,clear sky
Aligarh,2024-12-15,11.85,21,clear sky
Aligarh,2024-12-16,10.61,23,clear sky
Aligarh,2024-12-16,13.06,25,clear sky
Aligarh,2024-12-16,20.71,16,clear sky
Aligarh,2024-12-16,23.57,13,clear sky
Aligarh,2024-12-16,17.67,21,clear sky
Aligarh,2024-12-16,14.98,25,clear sky
Aligarh,2024-12-16,13.61,29,clear sky
Aligarh,2024-12-16,12.44,33,clear sky
Aligarh,2024-12-17,11.35,36,clear sky
Aligarh,2024-12-17,14.14,35,clear sky
Aligarh,2024-12-17,21.34,24,clear sky
Aligarh,2024-12-17,23.92,19,clear sky
Aligarh,2024-12-17,18.27,26,clear sky
Aligarh,2024-12-17,15.58,29,clear sky
Aligarh,2024-12-17,14.11,32,clear sky
Aligarh,2024-12-17,12.93,37,clear sky
Aligarh,2024-12-18,11.65,41,clear sky
Aligarh,2024-12-18,13.75,41,clear sky
Aligarh,2024-12-18,21.18,25,clear sky
Aligarh,2024-12-18,23.61,18,clear sky
Aligarh,2024-12-18,17.65,25,clear sky
Shivpuri,2024-12-13,12.4,27,clear sky
Shivpuri,2024-12-13,11.98,28,clear sky
Shivpuri,2024-12-13,10.8,27,clear sky
Shivpuri,2024-12-14,8.95,25,clear sky
Shivpuri,2024-12-14,12.46,25,clear sky
Shivpuri,2024-12-14,19.81,16,clear sky
Shivpuri,2024-12-14,22.6,14,clear sky
Shivpuri,2024-12-14,16.37,23,clear sky
Shivpuri,2024-12-14,13.76,23,clear sky
Shivpuri,2024-12-14,12.51,23,clear sky
Shivpuri,2024-12-14,11.81,23,clear sky
Shivpuri,2024-12-15,10.69,25,clear sky
Shivpuri,2024-12-15,14.3,24,clear sky
Shivpuri,2024-12-15,21.47,14,clear sky
Shivpuri,2024-12-15,23.83,12,clear sky
Shivpuri,2024-12-15,17.47,21,clear sky
Shivpuri,2024-12-15,14.03,24,clear sky
Shivpuri,2024-12-15,12.41,26,clear sky
Shivpuri,2024-12-15,11.45,26,clear sky
Shivpuri,2024-12-16,10.52,27,clear sky
Shivpuri,2024-12-16,14.12,26,clear sky
Shivpuri,2024-12-16,21.55,16,clear sky
Shivpuri,2024-12-16,23.8,14,clear sky
Shivpuri,2024-12-16,17.27,24,clear sky
Shivpuri,2024-12-16,14.1,27,clear sky
Shivpuri,2024-12-16,12.49,30,clear sky
Shivpuri,2024-12-16,11.39,32,clear sky
Shivpuri,2024-12-17,10.49,32,clear sky
Shivpuri,2024-12-17,14.21,29,clear sky
Shivpuri,2024-12-17,21.73,18,clear sky
Shivpuri,2024-12-17,24.27,14,clear sky
Shivpuri,2024-12-17,18.25,24,clear sky
Shivpuri,2024-12-17,14.94,26,clear sky
Shivpuri,2024-12-17,13.17,30,clear sky
Shivpuri,2024-12-17,12.05,33,clear sky
Shivpuri,2024-12-18,11.04,34,clear sky
Shivpuri,2024-12-18,14.65,31,clear sky
Shivpuri,2024-12-18,21.74,18,clear sky
Shivpuri,2024-12-18,23.38,16,clear sky
Shivpuri,2024-12-18,17.43,26,clear sky
Kollam,2024-12-13,26.49,82,broken clouds
Kollam,2024-12-13,26.27,83,broken clouds
Kollam,2024-12-13,25.74,84,light rain
Kollam,2024-12-14,25.26,84,broken clouds
Kollam,2024-12-14,26.78,76,broken clouds
Kollam,2024-12-14,29.19,68,broken clouds
Kollam,2024-12-14,29.21,68,light rain
Kollam,2024-12-14,28.2,74,light rain
Kollam,2024-12-14,27.42,77,light rain
Kollam,2024-12-14,26.13,79,light rain
Kollam,2024-12-14,25.0,81,overcast clouds
Kollam,2024-12-15,24.53,82,broken clouds
Kollam,2024-12-15,25.57,74,broken clouds
Kollam,2024-12-15,29.27,60,broken clouds
Kollam,2024-12-15,28.4,74,broken clouds
Kollam,2024-12-15,28.04,76,light rain
Kollam,2024-12-15,27.32,77,light rain
Kollam,2024-12-15,25.5,74,broken clouds
Kollam,2024-12-15,25.11,70,overcast clouds
Kollam,2024-12-16,24.23,72,overcast clouds
Kollam,2024-12-16,24.97,70,overcast clouds
Kollam,2024-12-16,27.47,63,overcast clouds
Kollam,2024-12-16,27.32,67,overcast clouds
Kollam,2024-12-16,27.11,71,overcast clouds
Kollam,2024-12-16,26.59,72,overcast clouds
Kollam,2024-12-16,25.96,76,overcast clouds
Kollam,2024-12-16,25.16,79,overcast clouds
Kollam,2024-12-17,23.71,86,overcast clouds
Kollam,2024-12-17,24.69,82,overcast clouds
Kollam,2024-12-17,27.53,67,overcast clouds
Kollam,2024-12-17,27.11,68,broken clouds
Kollam,2024-12-17,26.91,68,overcast clouds
Kollam,2024-12-17,26.33,66,overcast clouds
Kollam,2024-12-17,24.59,75,overcast clouds
Kollam,2024-12-17,23.67,80,overcast clouds
Kollam,2024-12-18,22.71,83,overcast clouds
Kollam,2024-12-18,23.78,75,overcast clouds
Kollam,2024-12-18,27.09,62,broken clouds
Kollam,2024-12-18,27.11,66,broken clouds
Kollam,2024-12-18,27.05,66,broken clouds
